number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_test.rho2,user_attrs_test_acc,state,Rank,numLC,case,user_attrs_scaledentropy,rho
33,0.673008204,12:19.4,12:23.2,3,class-specific,0.012337604,64,128,NA,NA,2,0.001030726,1200,40,0.004775486,0.000278836,0.38740164,0.70409292,COMPLETE,1,2,2188,0.768655598,0.38740164
45,0.673009574,59:56.4,00:01.7,5,class-specific,0.013446037,128,128,NA,NA,2,0.301295144,900,10,0.00465808,0.002502776,0.387400329,0.701880515,COMPLETE,2,2,1704,0.487809002,0.387400329
44,0.673012137,40:32.3,40:37.3,4,class-specific,0.015202437,256,64,NA,NA,2,0.221183857,900,10,0.007982848,0.003904577,0.387398064,0.716261089,COMPLETE,2,4,2581,0.648544669,0.387398064
28,0.673012137,48:45.8,48:51.5,5,shared,0.013953966,128,64,NA,NA,2,0.328428756,300,40,0.00655716,0.001762206,0.387398005,0.698561966,COMPLETE,1,2,2362,0.618126631,0.387398005
48,0.673012793,49:51.7,49:56.5,4,class-specific,0.020799976,64,256,NA,NA,2,0.162730302,1500,10,0.000129175,0.001307673,0.38739723,0.71238941,COMPLETE,5,4,3721,0.767808378,0.38739723
31,0.673014939,11:39.6,11:48.4,8,class-specific,0.009074229,128,128,NA,NA,2,0.354902316,1500,40,0.000155111,0.002572208,0.387395442,0.714048684,COMPLETE,5,4,3582,0.544314206,0.387395442
16,0.673016071,55:25.1,55:30.1,5,class-specific,0.012234348,256,256,NA,NA,2,0.227440533,1200,20,0.001221667,0.001856722,0.387394369,0.719026566,COMPLETE,1,4,2333,0.580744743,0.387394369
29,0.673016846,24:44.7,25:17.3,32,class-specific,0.012298061,128,256,128,NA,3,0.266154577,300,1,0.009936047,0.007244413,0.387393653,0.703539848,COMPLETE,5,2,494,0.510138512,0.387393653
13,0.673018098,49:38.7,49:44.2,5,class-specific,0.013791083,128,64,64,NA,3,0.30781769,1500,40,0.009399344,0.009900355,0.387392581,0.70409292,COMPLETE,5,3,1838,0.431391805,0.387392581
47,0.673018038,13:28.8,13:34.2,5,class-specific,0.016451262,128,64,NA,NA,2,0.299606455,600,40,0.002086728,0.00222216,0.387392581,0.706305325,COMPLETE,2,4,2299,0.203011185,0.387392581
18,0.673018038,05:40.6,05:45.1,4,class-specific,0.014548092,256,128,NA,NA,2,0.346522822,1200,10,0.000857112,0.001875946,0.387392461,0.701327443,COMPLETE,2,2,2158,0.628497958,0.387392461
42,0.673018277,54:52.0,54:59.3,7,class-specific,0.007352171,128,64,64,NA,3,0.347290829,1500,20,0.000313837,0.002532042,0.387392342,0.710177004,COMPLETE,1,3,1747,0.702794909,0.387392342
18,0.67302078,38:21.3,38:28.5,7,shared,0.011989991,128,256,NA,NA,2,0.393223228,900,1,0.002235296,0.004926782,0.387390077,0.713495553,COMPLETE,5,4,13,0.312645286,0.387390077
31,0.673021734,15:40.0,15:44.0,3,class-specific,0.033849579,64,256,NA,NA,2,0.024404274,1500,20,0.000112251,0.004649824,0.387389243,0.719026566,COMPLETE,1,3,3668,0.535652339,0.387389243
25,0.673023045,52:09.4,52:14.1,4,class-specific,0.021255484,128,128,NA,NA,2,0.21081134,900,1,0.002044508,0.001457487,0.387387991,0.702986717,COMPLETE,2,2,2236,0.42569387,0.387387991
31,0.673023164,05:40.4,05:45.9,5,class-specific,0.013380151,256,128,NA,NA,2,0.23699242,600,40,0.001315946,0.00030208,0.387387872,0.703539848,COMPLETE,2,3,575,0.601085007,0.387387872
35,0.673024178,57:31.5,57:43.1,11,shared,0.038450259,64,64,NA,NA,2,0.329850151,900,20,0.005169796,0.000286989,0.387387037,0.71681416,COMPLETE,2,3,810,0.435682684,0.387387037
32,0.673026383,39:18.4,39:26.3,7,class-specific,0.025604341,64,128,NA,NA,2,0.180768646,300,20,0.000433154,0.002988896,0.387385011,0.702433646,COMPLETE,4,3,535,0.752072334,0.387385011
32,0.673027098,33:23.1,33:29.2,6,class-specific,0.010762839,256,128,256,NA,3,0.108094079,600,40,0.000372373,0.001591176,0.387384355,0.71238941,COMPLETE,3,2,1444,0.576966703,0.387384355
44,0.673027635,55:50.6,55:54.1,3,shared,0.010967863,256,128,NA,NA,2,0.181264162,900,20,0.000306031,0.003655942,0.387383878,0.710177004,COMPLETE,2,4,1022,0.265425056,0.387383878
37,0.673027754,59:31.6,59:34.7,3,class-specific,0.017677747,128,64,NA,NA,2,0.087815734,900,20,0.00288479,0.005741705,0.387383759,0.702986717,COMPLETE,3,4,1701,0.602786243,0.387383759
47,0.673029482,09:14.2,09:18.3,4,class-specific,0.023312598,256,128,NA,NA,2,0.233765516,600,10,0.005936664,0.005087654,0.38738215,0.717920363,COMPLETE,4,4,1915,0.395657659,0.38738215
31,0.673029661,49:55.2,50:15.4,20,class-specific,0.011662644,64,64,128,NA,3,0.334693735,900,10,0.00085685,0.001552536,0.38738203,0.698561966,COMPLETE,4,3,784,0.604816914,0.38738203
29,0.673029959,31:38.7,31:44.1,5,class-specific,0.01177679,256,64,128,NA,3,0.230727814,1200,20,0.002146309,0.000187309,0.387381732,0.70409292,COMPLETE,2,2,1920,0.659910798,0.387381732
41,0.673030615,24:39.8,24:43.8,3,class-specific,0.026229033,64,64,NA,NA,2,0.083035741,600,10,0.003180452,0.000237748,0.387381256,0.713495553,COMPLETE,2,3,2569,0.757710099,0.387381256
48,0.673030972,20:54.4,21:11.3,16,class-specific,0.034660893,128,64,NA,NA,2,0.149973913,1500,1,0.000181277,0.007910616,0.387380838,0.712942481,COMPLETE,5,2,142,0.505134583,0.387380838
37,0.673031449,58:50.7,58:53.5,2,class-specific,0.015145937,256,128,NA,NA,2,0.226038295,300,20,0.000298731,0.000369466,0.387380421,0.702433646,COMPLETE,3,4,2237,0.273571104,0.387380421
47,0.673032522,27:52.4,27:56.4,3,class-specific,0.013477697,128,256,NA,NA,2,0.252823673,600,40,0.000778951,0.006053099,0.387379467,0.711836278,COMPLETE,3,3,2718,0.445926577,0.387379467
30,0.673033237,31:05.3,31:15.0,9,shared,0.011072607,256,128,NA,NA,2,0.03537048,900,1,0.001647714,0.003721197,0.387378812,0.715707958,COMPLETE,4,2,1048,0.392666906,0.387378812
35,0.673034787,04:49.7,04:53.7,4,class-specific,0.019714563,128,64,64,NA,3,0.296266483,600,20,0.004727132,0.000527717,0.387377322,0.715154886,COMPLETE,3,2,2668,0.580371678,0.387377322
13,0.673036337,44:22.8,44:34.3,11,class-specific,0.018645273,256,128,128,128,4,0.206175483,1500,20,0.00046214,0.003042685,0.387375951,0.706305325,COMPLETE,4,3,768,0.819586635,0.387375951
7,0.673036814,06:02.5,06:08.1,5,class-specific,0.006614707,256,256,NA,NA,2,0.156699049,1500,10,0.001743217,0.000425685,0.387375474,0.724557519,COMPLETE,5,3,3463,0.582672656,0.387375474
29,0.673037589,14:11.2,14:18.2,7,class-specific,0.010388443,256,256,64,NA,3,0.151504635,1500,20,0.002555192,0.000176388,0.387374878,0.717367232,COMPLETE,2,2,1440,0.690309048,0.387374878
21,0.673039913,50:46.0,50:51.1,5,class-specific,0.036856676,128,64,NA,NA,2,0.389734011,1200,10,0.000231962,0.001294157,0.387372732,0.712942481,COMPLETE,1,2,2113,0.53753072,0.387372732
24,0.673040092,16:04.5,16:08.6,4,class-specific,0.011746407,128,64,NA,NA,2,0.025170265,1500,40,0.000240081,0.000605975,0.387372553,0.715707958,COMPLETE,2,3,3222,0.734531701,0.387372553
40,0.67304039,44:14.6,44:18.9,4,class-specific,0.009991503,64,256,NA,NA,2,0.245419545,1200,40,0.000150388,0.001231718,0.387372255,0.711283207,COMPLETE,2,2,1604,0.758218408,0.387372255
11,0.673040867,44:51.5,44:55.0,3,class-specific,0.018838321,128,128,128,NA,3,0.248715977,300,20,0.0006315,0.004026136,0.387371838,0.709070802,COMPLETE,4,4,3690,0.525896907,0.387371838
12,0.673040867,36:12.6,36:26.0,13,class-specific,0.008306483,256,64,64,NA,3,0.092889199,1200,40,0.000334021,0.005073116,0.387371778,0.712942481,COMPLETE,1,4,455,0.436312407,0.387371778
23,0.673042893,20:51.3,20:55.9,4,class-specific,0.018442505,128,128,NA,NA,2,0.239780091,1500,40,0.000886481,0.000302948,0.387369931,0.696902633,COMPLETE,4,3,2424,0.324688047,0.387369931
28,0.673043489,07:30.7,07:35.2,4,class-specific,0.018393691,128,256,256,NA,3,0.197377494,900,10,0.006785222,0.000640174,0.387369454,0.712942481,COMPLETE,1,2,2106,0.483030736,0.387369454
39,0.673044622,35:38.3,35:41.5,3,class-specific,0.039745334,128,256,NA,NA,2,0.355735593,300,1,0.000167558,0.005721826,0.387368381,0.711836278,COMPLETE,5,4,2511,0.718244731,0.387368381
45,0.673045456,11:17.6,11:20.9,3,shared,0.021144204,128,128,NA,NA,2,0.206147274,300,40,0.002494709,0.001015617,0.387367606,0.71238941,COMPLETE,4,2,3279,0.577724516,0.387367606
11,0.673045635,25:45.6,25:51.8,6,class-specific,0.005861042,128,256,NA,NA,2,0.241472717,1500,20,0.001288304,0.003688996,0.387367427,0.708517671,COMPLETE,4,2,2905,0.696973681,0.387367427
14,0.673046827,37:00.0,37:10.9,10,shared,0.014104657,256,256,NA,NA,2,0.155732049,600,40,0.0007278,0.001715588,0.387366354,0.707964599,COMPLETE,2,2,590,0.260671467,0.387366354
43,0.673048437,31:39.1,31:44.8,5,class-specific,0.013597241,256,256,NA,NA,2,0.191959277,1200,10,0.003833632,0.001307942,0.387364924,0.706858397,COMPLETE,1,4,3793,0.380335331,0.387364924
31,0.673049867,49:39.1,49:46.7,7,class-specific,0.009135476,64,128,NA,NA,2,0.111783583,1200,10,0.000690157,0.001040692,0.387363553,0.707411528,COMPLETE,2,2,1216,0.70082885,0.387363553
15,0.673051417,46:19.4,46:24.8,5,class-specific,0.017472616,64,64,128,256,4,0.314094547,1500,40,0.003282322,0.001236813,0.387362123,0.703539848,COMPLETE,5,4,3892,0.63571161,0.387362123
22,0.673051476,45:20.9,45:33.1,12,shared,0.039890629,128,64,NA,NA,2,0.087058996,900,10,0.000301094,0.000688266,0.387362063,0.711283207,COMPLETE,3,2,914,0.539580584,0.387362063
25,0.673052311,22:10.4,22:16.5,6,class-specific,0.010843895,128,256,256,NA,3,0.258891921,1500,10,0.005352469,0.000103547,0.387361348,0.705199122,COMPLETE,1,3,2541,0.348702282,0.387361348
45,0.673053324,36:21.1,36:24.4,3,class-specific,0.0236423,64,256,128,NA,3,0.134673302,600,20,0.004363951,0.002736478,0.387360632,0.710177004,COMPLETE,5,3,3080,0.744807422,0.387360632
14,0.673056066,38:13.8,38:25.7,11,class-specific,0.017618481,128,128,64,128,4,0.259176951,300,20,0.007238075,0.001251567,0.38735801,0.715154886,COMPLETE,1,2,334,0.161336213,0.38735801
3,0.673056066,26:28.0,26:34.6,6,class-specific,0.008666551,64,256,256,64,4,0.310064246,600,40,0.004215349,0.005036544,0.38735795,0.714048684,COMPLETE,5,2,990,0.655792534,0.38735795
42,0.673056185,41:08.5,41:19.1,10,class-specific,0.0205052,256,128,64,NA,3,0.203818107,300,20,0.00444422,0.000126302,0.387357771,0.717920363,COMPLETE,3,2,800,0.458254725,0.387357771
31,0.673057616,19:47.3,19:54.6,7,class-specific,0.015603836,128,256,NA,NA,2,0.111119339,900,1,0.000352238,0.000230822,0.38735652,0.710730076,COMPLETE,3,4,2709,0.499985904,0.38735652
16,0.673058391,10:23.1,10:27.6,4,class-specific,0.014622715,64,256,256,128,4,0.398367594,300,1,0.000371435,0.002833356,0.387355864,0.715154886,COMPLETE,1,2,2844,0.652294219,0.387355864
32,0.673060536,41:02.4,41:06.1,3,class-specific,0.013185097,128,64,NA,NA,2,0.348047621,1200,40,0.002892809,0.000863733,0.387353957,0.706858397,COMPLETE,2,2,2334,0.697931111,0.387353957
31,0.673062742,34:12.8,34:22.4,9,class-specific,0.010849675,256,256,NA,NA,2,0.22081768,900,20,0.000508544,0.000147351,0.387351871,0.71681416,COMPLETE,1,3,899,0.46838063,0.387351871
41,0.673063815,22:55.1,23:00.6,5,class-specific,0.008663448,64,64,64,NA,3,0.241184097,600,40,0.003233699,0.00012751,0.387350917,0.721238911,COMPLETE,4,3,41,0.484803617,0.387350917
2,0.67306459,31:47.9,32:00.2,12,class-specific,0.028147471,128,128,NA,NA,2,0.019748557,300,10,0.000551716,0.002287417,0.387350261,0.721238911,COMPLETE,2,2,337,0.580722451,0.387350261
26,0.67306751,23:33.0,23:37.1,4,class-specific,0.029608988,64,128,NA,NA,2,0.260495131,1500,20,0.0030071,0.000197686,0.387347579,0.707411528,COMPLETE,1,3,2003,0.588817775,0.387347579
28,0.673069179,26:36.0,26:39.7,3,class-specific,0.020688431,64,128,NA,NA,2,0.185021268,1200,10,0.006967448,0.000224554,0.387346089,0.701880515,COMPLETE,5,4,3964,0.685589552,0.387346089
5,0.673069835,53:24.7,55:02.9,98,class-specific,0.003013349,64,128,128,64,4,0.124045586,1500,1,0.001581252,0.002439382,0.387345374,0.721792042,COMPLETE,4,4,737,0.37299332,0.387345374
25,0.673070371,44:05.9,44:09.2,3,class-specific,0.04439956,256,64,NA,NA,2,0.395677021,900,20,0.001868026,0.000335593,0.387345016,0.722345114,COMPLETE,4,3,1786,0.555926442,0.387345016
13,0.673071146,05:35.9,05:39.4,3,class-specific,0.040104537,64,64,128,NA,3,0.100992696,600,20,0.000252225,0.00988914,0.387344301,0.710730076,COMPLETE,2,4,3834,0.64515835,0.387344301
19,0.673072219,12:47.0,12:51.7,4,class-specific,0.016581392,128,128,NA,NA,2,0.067954658,1500,40,0.009107381,0.002118026,0.387343287,0.717920363,COMPLETE,4,2,1625,0.392450929,0.387343287
18,0.673072755,48:29.0,48:31.6,2,class-specific,0.038424428,128,256,NA,NA,2,0.338745432,900,20,0.000695324,0.000361613,0.387342811,0.711283207,COMPLETE,5,3,3738,0.609309077,0.387342811
44,0.673073411,45:53.8,45:59.1,5,class-specific,0.010629924,64,128,NA,NA,2,0.274037609,1500,20,0.001526242,0.001798833,0.387342155,0.716261089,COMPLETE,3,3,1365,0.467107475,0.387342155
32,0.673075497,07:45.5,07:51.9,6,class-specific,0.01202854,128,256,128,NA,3,0.136619124,1500,10,0.006934128,0.000348666,0.387340188,0.701880515,COMPLETE,2,2,2106,0.77286762,0.387340188
22,0.673075795,27:32.7,28:39.3,66,shared,0.008911853,128,256,64,NA,3,0.265354292,900,1,0.000773601,0.000102269,0.387340069,0.704645991,COMPLETE,2,3,633,0.229878366,0.387340069
39,0.673076332,50:23.1,50:35.9,12,class-specific,0.014624387,256,128,128,64,4,0.042553668,1200,10,0.000371407,0.000249377,0.387339532,0.723451316,COMPLETE,5,2,451,0.591675401,0.387339532
8,0.673077345,24:39.8,24:42.6,2,class-specific,0.018861607,256,64,NA,NA,2,0.30254468,900,10,0.006783552,0.000840898,0.387338579,0.721238911,COMPLETE,4,3,2615,0.689566076,0.387338579
45,0.673077881,22:15.0,22:20.0,4,class-specific,0.010098403,128,256,NA,NA,2,0.348653554,300,40,0.003599491,0.001887872,0.387338161,0.704645991,COMPLETE,2,4,2028,0.262114316,0.387338161
19,0.673079371,22:54.3,22:59.3,5,class-specific,0.006143986,64,64,256,NA,3,0.391410836,900,40,0.000525587,0.001457677,0.38733685,0.71238941,COMPLETE,4,3,1659,0.581754148,0.38733685
25,0.673079908,51:16.7,51:42.3,25,class-specific,0.025490901,64,64,NA,NA,2,0.168212961,300,1,0.000327491,0.005569447,0.387336373,0.726769924,COMPLETE,3,3,838,0.782161951,0.387336373
42,0.673080623,21:32.1,21:37.0,4,class-specific,0.018635866,64,64,NA,NA,2,0.067325004,300,40,0.000175141,0.003278537,0.387335598,0.712942481,COMPLETE,4,3,3701,0.815434635,0.387335598
35,0.673083425,12:21.8,12:26.9,5,class-specific,0.008489926,128,64,NA,NA,2,0.113405802,1200,40,0.003765977,0.000310549,0.387333095,0.709070802,COMPLETE,4,2,3531,0.668336451,0.387333095
40,0.673085153,01:48.4,01:52.8,4,class-specific,0.046111396,64,64,NA,NA,2,0.339568698,1200,40,0.002149689,0.001353954,0.387331545,0.708517671,COMPLETE,5,2,2104,0.613736272,0.387331545
41,0.673085153,00:09.9,00:14.2,4,class-specific,0.009534484,64,128,NA,NA,2,0.293474888,600,20,0.007472323,0.002653812,0.387331486,0.707964599,COMPLETE,4,3,2852,0.585668564,0.387331486
33,0.673085213,18:34.8,18:38.1,3,class-specific,0.020795253,64,64,NA,NA,2,0.376162366,900,20,0.000153094,0.006975161,0.387331367,0.710177004,COMPLETE,3,3,2267,0.663784444,0.387331367
0,0.67308718,07:08.5,07:43.2,34,class-specific,0.009833975,256,256,NA,NA,2,0.255349672,1500,10,0.000557587,0.00401736,0.387329638,0.707964599,COMPLETE,1,3,734,0.322954118,0.387329638
13,0.673088193,59:44.5,59:56.0,11,shared,0.007710119,64,128,128,NA,3,0.191042709,1500,40,0.001534802,0.000274114,0.387328684,0.702433646,COMPLETE,5,3,554,0.146022722,0.387328684
1,0.673088789,03:24.4,03:30.0,5,class-specific,0.008092167,64,256,NA,NA,2,0.087348615,1200,10,0.000632606,0.000393185,0.387328148,0.706858397,COMPLETE,3,4,3168,0.326143861,0.387328148
16,0.673093796,12:33.7,12:53.1,19,class-specific,0.011356004,128,64,128,64,4,0.043070091,900,10,0.001896971,0.001917595,0.387323618,0.709070802,COMPLETE,2,2,745,0.682323217,0.387323618
27,0.673097014,41:27.2,41:35.2,7,shared,0.006497523,128,256,256,NA,3,0.098261413,1500,1,0.002469397,0.00034326,0.387320757,0.712942481,COMPLETE,1,2,13,0.298621088,0.387320757
37,0.673097253,20:14.9,20:42.5,27,shared,0.012597736,256,256,NA,NA,2,0.135137118,1500,10,0.003591617,0.000539798,0.387320399,0.721238911,COMPLETE,3,2,554,0.671661317,0.387320399
37,0.673098803,46:59.3,47:05.2,5,class-specific,0.006608043,64,128,128,NA,3,0.249667682,1500,20,0.000159875,0.000150902,0.387319088,0.707411528,COMPLETE,4,3,1226,0.378254503,0.387319088
42,0.673098743,08:18.7,08:23.9,5,class-specific,0.017983819,64,64,NA,NA,2,0.220895275,900,40,0.000687409,0.002397185,0.387319088,0.716261089,COMPLETE,3,4,3340,0.793096364,0.387319088
31,0.673100889,44:14.1,44:16.5,2,class-specific,0.02450929,128,128,64,NA,3,0.238536172,900,10,0.000434972,0.002135849,0.38731724,0.710730076,COMPLETE,3,3,1995,0.732983768,0.38731724
38,0.673101127,00:56.5,01:04.3,7,class-specific,0.015806666,128,256,128,64,4,0.29230226,900,40,0.000163397,0.000880178,0.387316942,0.709623873,COMPLETE,5,2,649,0.265789598,0.387316942
42,0.673101604,57:00.4,57:05.2,4,class-specific,0.010491824,256,128,128,NA,3,0.302888941,600,40,0.000506452,0.000121126,0.387316585,0.706305325,COMPLETE,1,4,2657,0.717247725,0.387316585
29,0.673102498,10:14.9,10:20.1,5,class-specific,0.022041966,256,64,NA,NA,2,0.318362075,1200,1,0.000813619,0.000104861,0.38731575,0.714048684,COMPLETE,4,4,3897,0.5719257,0.38731575
44,0.673104286,33:58.7,34:02.5,3,class-specific,0.010902765,256,256,NA,NA,2,0.381886945,600,40,0.000553953,0.000183879,0.387314081,0.732854009,COMPLETE,5,4,3420,0.688928604,0.387314081
39,0.673104405,28:09.6,29:09.3,59,class-specific,0.004235512,128,256,256,128,4,0.29383887,600,1,0.00554125,0.00887254,0.387313962,0.713495553,COMPLETE,4,3,362,0.658661485,0.387313962
17,0.673105896,52:13.9,52:17.9,3,class-specific,0.008897504,64,256,128,NA,3,0.073297283,1500,40,0.008992714,0.002380673,0.387312531,0.711283207,COMPLETE,4,2,1662,0.671831846,0.387312531
39,0.673106909,50:29.4,50:36.0,6,class-specific,0.011453171,256,256,128,NA,3,0.219178897,1200,10,0.003559311,0.000669875,0.387311697,0.712942481,COMPLETE,1,2,2798,0.676959753,0.387311697
15,0.673108041,04:51.1,04:56.3,5,class-specific,0.010718783,64,128,64,NA,3,0.267683551,1500,10,0.004380978,0.000266098,0.387310684,0.717367232,COMPLETE,1,4,2749,0.329656482,0.387310684
42,0.673109472,39:38.5,39:42.7,4,class-specific,0.010488309,128,64,256,NA,3,0.344538422,1500,20,0.000324279,0.001945395,0.387309372,0.706858397,COMPLETE,5,2,2540,0.720662475,0.387309372
24,0.673109591,23:14.2,23:16.7,2,class-specific,0.040200936,128,64,NA,NA,2,0.338271089,600,20,0.001477698,0.000195727,0.387309253,0.708517671,COMPLETE,1,2,2121,0.87158674,0.387309253
37,0.673111856,05:59.3,06:04.3,4,class-specific,0.015312524,64,256,NA,NA,2,0.063056166,600,40,0.007289008,0.000183392,0.387307167,0.706858397,COMPLETE,1,4,3505,0.169735253,0.387307167
39,0.673114896,05:05.1,05:08.4,3,class-specific,0.015547034,128,128,128,NA,3,0.381153091,1500,20,0.0005014,0.000331898,0.387304366,0.705199122,COMPLETE,2,2,2339,0.559784591,0.387304366
48,0.673116624,17:00.9,17:15.1,14,class-specific,0.011502525,128,128,NA,NA,2,0.355049429,1500,20,0.000127504,0.000556377,0.387302816,0.718473434,COMPLETE,5,2,881,0.266369045,0.387302816
41,0.673117995,28:34.6,28:41.5,6,class-specific,0.011875848,256,64,128,256,4,0.225345664,1200,20,0.004575139,0.002525953,0.387301803,0.712942481,COMPLETE,1,4,1919,0.348855555,0.387301803
32,0.673118651,14:22.5,14:29.2,6,class-specific,0.008033405,128,128,NA,NA,2,0.178862846,600,40,0.00130343,0.004974484,0.387301028,0.718473434,COMPLETE,5,2,1528,0.801722348,0.387301028
48,0.673119128,32:21.7,32:28.5,6,class-specific,0.013687323,128,256,64,NA,3,0.17055651,1200,10,0.00036134,0.003861854,0.387300611,0.718473434,COMPLETE,1,2,1601,0.565211475,0.387300611
49,0.673120677,28:13.6,28:20.9,7,class-specific,0.010729811,256,256,NA,NA,2,0.324278389,1500,1,0.001882987,0.000697175,0.387299001,0.703539848,COMPLETE,1,3,2659,0.782421827,0.387299001
22,0.673121929,59:09.1,59:15.9,6,class-specific,0.007069989,256,128,256,NA,3,0.347624957,1200,40,0.005030481,0.00021398,0.387298048,0.702986717,COMPLETE,2,2,2115,0.353398025,0.387298048
31,0.673126042,02:25.7,02:31.3,5,class-specific,0.017406021,64,64,NA,NA,2,0.16048437,1200,20,0.000339296,0.000277433,0.387294292,0.726769924,COMPLETE,2,2,1258,0.819405913,0.387294292
49,0.673128963,14:57.4,15:09.4,12,shared,0.008296485,128,64,NA,NA,2,0.122600697,1200,20,0.002044868,0.00013254,0.387291551,0.704645991,COMPLETE,5,3,672,0.298265368,0.387291551
47,0.673128903,41:06.5,41:11.7,5,class-specific,0.031219907,64,256,NA,NA,2,0.196078938,1500,10,0.000493601,0.001114542,0.387291551,0.706858397,COMPLETE,4,3,3440,0.74029392,0.387291551
31,0.673129201,56:51.4,57:08.6,17,class-specific,0.025151347,128,128,64,NA,3,0.205236624,300,1,0.00150054,0.000744515,0.387291431,0.711283207,COMPLETE,5,2,861,0.71615237,0.387291431
24,0.673129857,34:51.7,34:57.1,5,class-specific,0.014429947,128,128,NA,NA,2,0.1513788,300,20,0.000233378,0.003805444,0.387290776,0.706858397,COMPLETE,5,4,3316,0.710823655,0.387290776
46,0.673129857,57:22.0,57:27.0,4,class-specific,0.01134456,64,64,NA,NA,2,0.222879747,600,20,0.000444733,0.000611185,0.387290716,0.709070802,COMPLETE,4,3,2419,0.537181795,0.387290716
24,0.67313087,06:38.2,06:51.0,12,shared,0.008665602,64,64,NA,NA,2,0.045000803,600,40,0.000555033,0.000208821,0.387289941,0.71238941,COMPLETE,5,2,442,0.431907505,0.387289941
16,0.673131168,56:24.0,56:27.3,3,class-specific,0.039863251,128,64,64,NA,3,0.149897421,600,1,0.000548193,0.002082947,0.387289703,0.722898245,COMPLETE,3,2,951,0.693682313,0.387289703
31,0.673131108,23:14.0,23:19.3,5,class-specific,0.011468951,128,256,NA,NA,2,0.276771814,1500,20,0.008987813,0.003283331,0.387289643,0.714048684,COMPLETE,2,4,2822,0.574957788,0.387289643
31,0.673131764,20:17.0,20:20.4,3,class-specific,0.018929058,64,64,NA,NA,2,0.03758937,1200,20,0.000637145,0.001099733,0.387289047,0.707411528,COMPLETE,1,2,2725,0.737481534,0.387289047
15,0.673132002,23:15.6,23:38.5,22,shared,0.025617628,256,128,256,NA,3,0.279634212,1500,10,0.00768957,0.001305668,0.387288809,0.715154886,COMPLETE,3,3,385,0.485661358,0.387288809
49,0.673133254,37:11.2,37:21.0,9,class-specific,0.00863299,64,64,NA,NA,2,0.398646639,900,40,0.003142279,0.001554939,0.387287855,0.718473434,COMPLETE,4,2,816,0.456703097,0.387287855
34,0.673134446,35:30.9,35:35.0,4,class-specific,0.016879421,256,128,NA,NA,2,0.2238156,900,40,0.000879126,0.004163047,0.387286544,0.706305325,COMPLETE,1,2,2966,0.338840127,0.387286544
11,0.673134685,29:54.1,30:06.2,12,shared,0.007885852,256,64,64,NA,3,0.181344405,300,20,0.009147263,0.007325556,0.387286365,0.694137156,COMPLETE,5,3,261,0.335882753,0.387286365
11,0.673136473,15:06.9,15:12.9,6,class-specific,0.012164774,64,256,64,NA,3,0.00120301,1200,40,0.00067987,0.000107457,0.387284756,0.717920363,COMPLETE,3,2,1880,0.447056383,0.387284756
32,0.673137844,19:11.5,19:16.0,4,class-specific,0.027674342,128,64,NA,NA,2,0.002998802,600,40,0.001310097,0.000354813,0.387283564,0.717367232,COMPLETE,2,3,3669,0.742540658,0.387283564
43,0.673141301,14:01.6,14:06.7,5,class-specific,0.010298405,64,128,256,NA,3,0.244259886,1200,40,0.000366829,0.007490443,0.387280464,0.701327443,COMPLETE,4,3,2855,0.775973916,0.387280464
10,0.673145413,28:35.4,28:39.9,4,class-specific,0.032100472,128,256,128,NA,3,0.207187584,900,20,0.000869414,0.002070215,0.387276649,0.717920363,COMPLETE,5,3,1870,0.680482268,0.387276649
28,0.673146009,37:01.8,37:12.8,11,class-specific,0.015779764,128,256,64,NA,3,0.256266337,900,20,0.000390215,0.000322833,0.387276113,0.703539848,COMPLETE,3,2,636,0.67062515,0.387276113
19,0.673149228,05:06.9,05:11.9,4,class-specific,0.011006179,128,256,64,NA,3,0.120495213,600,40,0.00010173,0.002840552,0.387273192,0.709623873,COMPLETE,3,3,3313,0.652377009,0.387273192
33,0.673149943,13:03.5,13:07.9,4,class-specific,0.009461589,64,256,NA,NA,2,0.161987288,900,10,0.00016427,0.000225029,0.387272477,0.704645991,COMPLETE,5,3,1792,0.67220974,0.387272477
39,0.673152447,53:26.7,53:31.0,4,class-specific,0.014329747,64,256,NA,NA,2,0.362956625,900,20,0.000655274,0.005018357,0.387270391,0.698008835,COMPLETE,2,4,1317,0.533530474,0.387270391
12,0.673152447,55:34.7,55:39.1,4,shared,0.025422594,256,64,64,NA,3,0.274065779,1200,40,0.0099346,0.000250259,0.387270331,0.705752194,COMPLETE,4,3,3695,0.58555001,0.387270331
43,0.673152685,43:20.9,43:34.4,13,shared,0.017213774,128,128,NA,NA,2,0.175566018,1200,20,0.000176733,0.000429157,0.387270033,0.713495553,COMPLETE,3,3,460,0.293943852,0.387270033
41,0.673152864,21:42.7,21:46.5,3,class-specific,0.016637379,128,256,128,NA,3,0.188498812,900,20,0.00087764,0.005823893,0.387269855,0.711283207,COMPLETE,1,3,3930,0.572294652,0.387269855
41,0.673153281,06:53.9,06:59.0,5,class-specific,0.009389742,128,256,64,NA,3,0.055585743,600,40,0.000369959,0.003028108,0.387269497,0.707964599,COMPLETE,4,3,3313,0.611117125,0.387269497
