number,value,datetime_start,datetime_complete,duration,params_embedding_mode,params_learning_rate,params_n_nodes_layer_0,params_n_nodes_layer_1,params_n_nodes_layer_2,params_n_nodes_layer_3,params_num_hidden_layers,params_segmentation_dropout_rate,params_total_updates,params_updates_per_epoch,params_weight_decay_embedding,params_weight_decay_segmentation,user_attrs_scaledentropy,user_attrs_test/rho2,user_attrs_test_acc,state
150,0.7321457266807556,2025-10-26 11:41:46.973086,2025-10-26 11:41:53.658355,6,shared,0.010815470212588033,128,64,128.0,,3,0.3466701732096564,300,40,0.0012710689128449526,0.000803156890707389,0.37674713134765625,0.3335722088813782,0.6775442361831665,COMPLETE
42,0.7336553931236267,2025-10-26 11:30:37.110578,2025-10-26 11:30:41.929683,4,shared,0.01472551716857526,256,128,64.0,256.0,4,0.0538621990533205,1500,10,0.00133145722278673,0.00018366592659964086,0.39777296781539917,0.3321980834007263,0.6980088353157043,COMPLETE
102,0.7338429689407349,2025-10-26 11:36:30.452159,2025-10-26 11:36:34.531522,4,class-specific,0.030130431493920563,256,64,64.0,256.0,4,0.08293170179791957,900,40,0.0011173484920201319,0.0015627945739408195,0.2436603605747223,0.3320271968841553,0.6869469285011292,COMPLETE
140,0.7373956441879272,2025-10-26 11:40:40.240808,2025-10-26 11:40:45.028407,4,shared,0.01869387041769254,256,64,256.0,128.0,4,0.09689767859169267,300,20,0.0015357328459952512,0.0008691090110501566,0.0498674102127552,0.32879358530044556,0.6913716793060303,COMPLETE
175,0.7377263903617859,2025-10-26 11:44:19.588041,2025-10-26 11:44:24.055213,4,shared,0.008031022239336869,128,64,128.0,,3,0.22123892749680232,1200,20,0.0001408685556296101,0.001945628246655356,0.31085026264190674,0.32849258184432983,0.6747787594795227,COMPLETE
12,0.7382299304008484,2025-10-26 11:27:09.194479,2025-10-26 11:27:14.993522,5,shared,0.011482249011395534,64,64,64.0,256.0,4,0.10851061696454216,1500,40,0.0002034857142313003,0.0016644016906643974,0.2220546305179596,0.32803410291671753,0.705199122428894,COMPLETE
95,0.7384883165359497,2025-10-26 11:35:48.566819,2025-10-26 11:35:52.391921,3,shared,0.015564628547130758,256,128,64.0,128.0,4,0.07419642207208693,600,10,0.0007492840716864684,0.004159012166101689,0.7531772255897522,0.32779890298843384,0.696349561214447,COMPLETE
54,0.7407492399215698,2025-10-26 11:31:38.190293,2025-10-26 11:31:44.906664,6,shared,0.012950609561671591,128,64,128.0,,3,0.10977387330060338,300,40,0.0002346935781278113,0.0020844773085932538,0.22614707052707672,0.32574087381362915,0.6653761267662048,COMPLETE
27,0.7408580183982849,2025-10-26 11:28:34.555531,2025-10-26 11:28:46.017044,11,class-specific,0.007615284779093994,128,128,64.0,,3,0.19465789318023424,1500,1,0.001518634955271193,0.0007442120829280992,0.390897661447525,0.3256418704986572,0.6935840845108032,COMPLETE
127,0.7467381358146667,2025-10-26 11:39:02.297400,2025-10-26 11:39:06.789821,4,shared,0.011780221799209761,64,64,256.0,128.0,4,0.12002253693743098,300,40,0.009221889257007641,0.002685208265938187,0.05092674493789673,0.32028961181640625,0.6653761267662048,COMPLETE
86,0.7469638586044312,2025-10-26 11:34:51.999153,2025-10-26 11:34:55.841989,3,class-specific,0.01800177700793804,128,128,64.0,128.0,4,0.02798393339541204,300,40,0.009614375211792314,0.00017237578001140478,0.5240002870559692,0.3200841546058655,0.6946902871131897,COMPLETE
2,0.747245728969574,2025-10-26 11:26:08.980247,2025-10-26 11:26:11.458420,2,shared,0.033841588597117736,64,64,64.0,64.0,4,0.23475896447439434,1200,40,0.00025710770951844103,0.001581581059368524,0.7274994850158691,0.3198276162147522,0.6825221180915833,COMPLETE
179,0.7477123737335205,2025-10-26 11:44:39.849991,2025-10-26 11:44:45.108042,5,shared,0.00886145609844249,128,64,128.0,,3,0.21684745311468603,1200,20,0.00011572236158626214,0.0014551740653379927,0.3517366349697113,0.31940293312072754,0.6709070801734924,COMPLETE
197,0.7497326135635376,2025-10-26 11:46:16.507754,2025-10-26 11:46:20.427514,3,shared,0.015205530719466747,128,64,128.0,,3,0.21075933993198226,1200,20,0.00029615219955849293,0.0012755608832131816,0.6775821447372437,0.31756389141082764,0.6969026327133179,COMPLETE
138,0.7501737475395203,2025-10-26 11:40:26.926691,2025-10-26 11:40:34.841296,7,shared,0.00987540678510435,256,64,64.0,128.0,4,0.14009035097678826,1200,40,0.000600144920772842,0.0004631198622393904,0.3395279347896576,0.3171623945236206,0.6642699241638184,COMPLETE
0,0.7526599168777466,2025-10-26 11:25:59.901628,2025-10-26 11:26:03.935748,4,shared,0.025488840185529767,64,128,128.0,128.0,4,0.13459762379170273,900,40,0.0011624376934987668,0.00020562306644870135,3.7110909033799544e-05,0.3148994445800781,0.6880530714988708,COMPLETE
92,0.7594910860061646,2025-10-26 11:35:29.963695,2025-10-26 11:35:34.919045,4,shared,0.012916606854601647,256,128,64.0,256.0,4,0.045671930248409674,1500,40,0.0006305531454633944,0.00012563984489593225,0.31083396077156067,0.3086813688278198,0.6941371560096741,COMPLETE
